date,season,team,opponent,venue,elo_before,elo_after
2000-10-28,2000-01,Newcastle,West Ham,A,1561.389778041894,1555.3014941931624
2000-11-04,2000-01,Newcastle,Ipswich,H,1555.3014941931624,1559.227498208489
2000-11-11,2000-01,Newcastle,Leicester,A,1559.227498208489,1559.9601306148606
2000-11-18,2000-01,Newcastle,Sunderland,H,1559.9601306148606,1549.8984277922898
2000-11-26,2000-01,Newcastle,Liverpool,H,1549.8984277922898,1556.9838686266467
2000-12-02,2000-01,Newcastle,Aston Villa,A,1556.9838686266467,1558.0664742525876
2000-12-09,2000-01,Newcastle,Arsenal,A,1558.0664742525876,1548.6131792186382
2000-12-16,2000-01,Newcastle,Bradford,H,1548.6131792186382,1551.0415419700505
2000-12-23,2000-01,Newcastle,Derby,A,1551.0415419700505,1538.6565134054408
2000-12-26,2000-01,Newcastle,Leeds,H,1538.6565134054408,1544.9235712526274
2000-12-30,2000-01,Newcastle,Man United,H,1544.9235712526274,1546.341377302717
2001-01-02,2000-01,Newcastle,Tottenham,A,1546.341377302717,1536.7247643743335
2001-01-13,2000-01,Newcastle,Coventry,H,1536.7247643743335,1542.114086502903
2001-01-20,2000-01,Newcastle,Leeds,A,1542.114086502903,1559.2818010640945
2001-01-31,2000-01,Newcastle,Chelsea,A,1559.2818010640945,1553.1419691065896
2001-02-11,2000-01,Newcastle,Charlton,A,1553.1419691065896,1542.4199357907628
2001-02-24,2000-01,Newcastle,Man City,H,1542.4199357907628,1531.0097694605176
2001-03-03,2000-01,Newcastle,Everton,A,1531.0097694605176,1531.4916606864233
2001-03-17,2000-01,Newcastle,Middlesbrough,H,1531.4916606864233,1521.3165037604192
2001-03-31,2000-01,Newcastle,Bradford,A,1521.3165037604192,1520.6098757834127
2001-04-14,2000-01,Newcastle,Ipswich,A,1520.6098757834127,1515.9573200763348
2001-04-16,2000-01,Newcastle,West Ham,H,1515.9573200763348,1520.7867603364211
2001-04-21,2000-01,Newcastle,Sunderland,A,1520.7867603364211,1521.8052316328126
2001-04-28,2000-01,Newcastle,Leicester,H,1521.8052316328126,1525.971681851744
2001-05-01,2000-01,Newcastle,Southampton,H,1525.971681851744,1524.61083689366
2001-05-05,2000-01,Newcastle,Liverpool,A,1524.61083689366,1518.744558462689
2001-05-15,2000-01,Newcastle,Arsenal,H,1518.744558462689,1519.5214588503584
2001-05-19,2000-01,Newcastle,Aston Villa,H,1519.5214588503584,1534.5969565645291
2001-08-19,2001-02,Newcastle,Chelsea,A,1532.8671087363027,1534.535823110245
2001-08-26,2001-02,Newcastle,Sunderland,H,1534.535823110245,1533.7538685638203
2001-09-08,2001-02,Newcastle,Middlesbrough,A,1533.7538685638203,1553.5247755541063
2001-09-15,2001-02,Newcastle,Man United,H,1553.5247755541063,1563.1976741757821
2001-09-23,2001-02,Newcastle,West Ham,A,1563.1976741757821,1546.9766514679927
2001-09-26,2001-02,Newcastle,Leicester,H,1546.9766514679927,1550.1374052138078
2001-09-30,2001-02,Newcastle,Liverpool,H,1550.1374052138078,1539.6080968225806
2001-10-13,2001-02,Newcastle,Bolton,A,1539.6080968225806,1564.3951641526696
2001-10-21,2001-02,Newcastle,Tottenham,H,1564.3951641526696,1547.7561010697748
2001-10-27,2001-02,Newcastle,Everton,A,1547.7561010697748,1561.907738309587
2001-11-03,2001-02,Newcastle,Aston Villa,H,1561.907738309587,1575.9285787755546
2001-11-17,2001-02,Newcastle,Fulham,A,1575.9285787755546,1563.689408225896
2001-11-24,2001-02,Newcastle,Derby,H,1563.689408225896,1566.2869701317427
2001-12-01,2001-02,Newcastle,Charlton,A,1566.2869701317427,1566.460809522104
2001-12-09,2001-02,Newcastle,Ipswich,A,1566.460809522104,1574.3107617562273
2001-12-15,2001-02,Newcastle,Blackburn,H,1574.3107617562273,1577.6345508508336
2001-12-18,2001-02,Newcastle,Arsenal,A,1577.6345508508336,1596.637626261037
2001-12-22,2001-02,Newcastle,Leeds,A,1596.637626261037,1607.342021654607
2001-12-26,2001-02,Newcastle,Middlesbrough,H,1607.342021654607,1615.0146832411904
2001-12-29,2001-02,Newcastle,Chelsea,H,1615.0146832411904,1607.312695915322
2002-01-02,2001-02,Newcastle,Man United,A,1607.312695915322,1602.5993664582834
2002-01-12,2001-02,Newcastle,Leeds,H,1602.5993664582834,1614.183076533795
2002-01-19,2001-02,Newcastle,Leicester,A,1614.183076533795,1613.2360991157184
2002-01-30,2001-02,Newcastle,Tottenham,A,1613.2360991157184,1625.7400168438116
2002-02-02,2001-02,Newcastle,Bolton,H,1625.7400168438116,1627.9715417702296
2002-02-09,2001-02,Newcastle,Southampton,H,1627.9715417702296,1633.1318642117542
2002-02-24,2001-02,Newcastle,Sunderland,A,1633.1318642117542,1639.923113027445
2002-03-02,2001-02,Newcastle,Arsenal,H,1639.923113027445,1627.7419087042367
2002-03-06,2001-02,Newcastle,Liverpool,A,1627.7419087042367,1620.6769931827162
2002-03-16,2001-02,Newcastle,Ipswich,H,1620.6769931827162,1618.9699887746099
2002-03-29,2001-02,Newcastle,Everton,H,1618.9699887746099,1627.5979040864147
2002-04-02,2001-02,Newcastle,Aston Villa,A,1627.5979040864147,1627.63768994702
2002-04-08,2001-02,Newcastle,Fulham,H,1627.63768994702,1625.6107195350771
2002-04-13,2001-02,Newcastle,Derby,A,1625.6107195350771,1630.30388246616
2002-04-20,2001-02,Newcastle,Charlton,H,1630.30388246616,1636.7569818531294
2002-04-23,2001-02,Newcastle,Blackburn,A,1636.7569818531294,1636.3182899330745
2002-04-27,2001-02,Newcastle,West Ham,H,1636.3182899330745,1641.1920226835532
2002-05-11,2001-02,Newcastle,Southampton,A,1641.1920226835532,1627.813444179541
2002-08-19,2002-03,Newcastle,West Ham,H,1621.4227719705639,1631.4967607745468
2002-08-24,2002-03,Newcastle,Man City,A,1631.4967607745468,1622.3468797871394
2002-09-02,2002-03,Newcastle,Liverpool,A,1622.3468797871394,1624.164501942105
2002-09-11,2002-03,Newcastle,Leeds,H,1624.164501942105,1609.4839108732067
2002-09-14,2002-03,Newcastle,Chelsea,A,1609.4839108732067,1599.844842907702
2002-09-21,2002-03,Newcastle,Sunderland,H,1599.844842907702,1604.4751345210789
2002-09-28,2002-03,Newcastle,Birmingham,A,1604.4751345210789,1614.5242039667005
2002-10-05,2002-03,Newcastle,West Brom,H,1614.5242039667005,1616.9570748603735
2002-10-19,2002-03,Newcastle,Blackburn,A,1616.9570748603735,1599.5506687697068
2002-10-26,2002-03,Newcastle,Charlton,H,1599.5506687697068,1602.5825001203366
2002-11-04,2002-03,Newcastle,Middlesbrough,H,1602.5825001203366,1608.878118769031
2002-11-09,2002-03,Newcastle,Arsenal,A,1608.878118769031,1606.3605979121428
2002-11-16,2002-03,Newcastle,Southampton,H,1606.3605979121428,1610.0259002091896
2002-11-23,2002-03,Newcastle,Man United,A,1610.0259002091896,1605.0219749412713
2002-12-01,2002-03,Newcastle,Everton,H,1605.0219749412713,1608.7023515213014
2002-12-07,2002-03,Newcastle,Aston Villa,A,1608.7023515213014,1616.059180058283
2002-12-14,2002-03,Newcastle,Southampton,A,1616.059180058283,1616.2161783175527
2002-12-21,2002-03,Newcastle,Fulham,H,1616.2161783175527,1620.8799945659898
2002-12-26,2002-03,Newcastle,Bolton,A,1620.8799945659898,1611.3792762877772
2002-12-29,2002-03,Newcastle,Tottenham,H,1611.3792762877772,1615.2372408103845
2003-01-01,2002-03,Newcastle,Liverpool,H,1615.2372408103845,1622.687144093999
2003-01-11,2002-03,Newcastle,West Ham,A,1622.687144093999,1622.015086998079
2003-01-18,2002-03,Newcastle,Man City,H,1622.015086998079,1627.2870799690504
2003-01-22,2002-03,Newcastle,Bolton,H,1627.2870799690504,1629.3226971380445
2003-01-29,2002-03,Newcastle,Tottenham,A,1629.3226971380445,1636.583902588441
2003-02-09,2002-03,Newcastle,Arsenal,H,1636.583902588441,1637.0701237521369
2003-02-22,2002-03,Newcastle,Leeds,A,1637.0701237521369,1656.2214709715995
2003-03-01,2002-03,Newcastle,Chelsea,H,1656.2214709715995,1661.966934204021
2003-03-05,2002-03,Newcastle,Middlesbrough,A,1661.966934204021,1653.6638195794117
2003-03-15,2002-03,Newcastle,Charlton,A,1653.6638195794117,1665.0449570393164
2003-03-22,2002-03,Newcastle,Blackburn,H,1665.0449570393164,1675.5070234867821
2003-04-06,2002-03,Newcastle,Everton,A,1675.5070234867821,1667.262350835014
2003-04-12,2002-03,Newcastle,Man United,H,1667.262350835014,1646.302739858059
2003-04-19,2002-03,Newcastle,Fulham,A,1646.302739858059,1637.022713640622
2003-04-21,2002-03,Newcastle,Aston Villa,H,1637.022713640622,1635.3568445795654
2003-04-26,2002-03,Newcastle,Sunderland,A,1635.3568445795654,1638.7159758621483
2003-05-03,2002-03,Newcastle,Birmingham,H,1638.7159758621483,1641.4981015217595
2003-05-11,2002-03,Newcastle,West Brom,A,1641.4981015217595,1640.0154936676604
2003-08-17,2003-04,Newcastle,Leeds,A,1633.0147189842774,1633.443783381642
2003-08-23,2003-04,Newcastle,Man United,H,1633.443783381642,1627.9315588579057
2003-08-30,2003-04,Newcastle,Birmingham,H,1627.9315588579057,1616.6313185362792
2003-09-13,2003-04,Newcastle,Everton,A,1616.6313185362792,1616.532404272776
2003-09-20,2003-04,Newcastle,Bolton,H,1616.532404272776,1614.625541895991
2003-09-26,2003-04,Newcastle,Arsenal,A,1614.625541895991,1612.182941019677
2003-10-04,2003-04,Newcastle,Southampton,H,1612.182941019677,1616.1622329105496
2003-10-18,2003-04,Newcastle,Middlesbrough,A,1616.1622329105496,1622.6701877277212
2003-10-21,2003-04,Newcastle,Fulham,A,1622.6701877277212,1629.5539951763897
2003-10-25,2003-04,Newcastle,Portsmouth,H,1629.5539951763897,1635.493731897823
2003-11-01,2003-04,Newcastle,Aston Villa,H,1635.493731897823,1633.7260667401026
2003-11-09,2003-04,Newcastle,Chelsea,A,1633.7260667401026,1618.8050784747181
2003-11-22,2003-04,Newcastle,Man City,H,1618.8050784747181,1627.039491370637
2003-11-29,2003-04,Newcastle,Wolves,A,1627.039491370637,1625.8780407324912
2003-12-06,2003-04,Newcastle,Liverpool,H,1625.8780407324912,1625.6913235111092
2003-12-13,2003-04,Newcastle,Tottenham,H,1625.6913235111092,1633.9773650862999
2003-12-20,2003-04,Newcastle,Charlton,A,1633.9773650862999,1633.6892469122952
2003-12-26,2003-04,Newcastle,Leicester,A,1633.6892469122952,1633.0475389839767
2003-12-28,2003-04,Newcastle,Blackburn,H,1633.0475389839767,1622.4515410852484
2004-01-07,2003-04,Newcastle,Leeds,H,1622.4515410852484,1625.2965964920315
2004-01-11,2003-04,Newcastle,Man United,A,1625.2965964920315,1627.3486700592105
2004-01-19,2003-04,Newcastle,Fulham,H,1627.3486700592105,1632.8177914259877
2004-01-31,2003-04,Newcastle,Birmingham,A,1632.8177914259877,1632.404048015843
2004-02-07,2003-04,Newcastle,Leicester,H,1632.404048015843,1635.883477324705
2004-02-11,2003-04,Newcastle,Blackburn,A,1635.883477324705,1635.9469901154753
2004-02-21,2003-04,Newcastle,Middlesbrough,H,1635.9469901154753,1639.4301543836862
2004-02-29,2003-04,Newcastle,Portsmouth,A,1639.4301543836862,1638.48869571776
2004-03-14,2003-04,Newcastle,Tottenham,A,1638.48869571776,1630.1042126582188
2004-03-20,2003-04,Newcastle,Charlton,H,1630.1042126582188,1635.7497283314876
2004-03-28,2003-04,Newcastle,Bolton,A,1635.7497283314876,1627.1345191009327
2004-04-03,2003-04,Newcastle,Everton,H,1627.1345191009327,1632.2487398059022
2004-04-11,2003-04,Newcastle,Arsenal,H,1632.2487398059022,1633.292368547561
2004-04-18,2003-04,Newcastle,Aston Villa,A,1633.292368547561,1633.512569438732
2004-04-25,2003-04,Newcastle,Chelsea,H,1633.512569438732,1640.7573173854644
2004-05-01,2003-04,Newcastle,Man City,A,1640.7573173854644,1632.5638992430725
2004-05-09,2003-04,Newcastle,Wolves,H,1632.5638992430725,1630.2690601720378
2004-05-12,2003-04,Newcastle,Southampton,A,1630.2690601720378,1630.2831680237412
2004-05-15,2003-04,Newcastle,Liverpool,A,1630.2831680237412,1631.5995394248514
2004-08-14,2004-05,Newcastle,Middlesbrough,A,1625.0195624536088,1624.77834141648
2004-08-21,2004-05,Newcastle,Tottenham,H,1624.77834141648,1613.4210489112918
2004-08-25,2004-05,Newcastle,Norwich,H,1613.4210489112918,1611.4781825147518
2004-08-28,2004-05,Newcastle,Aston Villa,A,1611.4781825147518,1600.8380507128493
2004-09-11,2004-05,Newcastle,Blackburn,H,1600.8380507128493,1610.4158869745672
2004-09-19,2004-05,Newcastle,Southampton,A,1610.4158869745672,1617.513239014131
2004-09-25,2004-05,Newcastle,West Brom,H,1617.513239014131,1621.5005792033955
2004-10-03,2004-05,Newcastle,Birmingham,A,1621.5005792033955,1621.0970508929277
2004-10-17,2004-05,Newcastle,Charlton,A,1621.0970508929277,1620.8819790322154
2004-10-24,2004-05,Newcastle,Man City,H,1620.8819790322154,1624.4931104074299
2004-10-31,2004-05,Newcastle,Bolton,A,1624.4931104074299,1617.2925688343125
2004-11-07,2004-05,Newcastle,Fulham,H,1617.2925688343125,1591.0196041910003
2004-11-14,2004-05,Newcastle,Man United,H,1591.0196041910003,1580.893383560915
2004-11-20,2004-05,Newcastle,Crystal Palace,A,1580.893383560915,1591.043752334118
2004-11-28,2004-05,Newcastle,Everton,H,1591.043752334118,1589.7371001644683
2004-12-04,2004-05,Newcastle,Chelsea,A,1589.7371001644683,1582.1524272912766
2004-12-11,2004-05,Newcastle,Portsmouth,H,1582.1524272912766,1580.6889825139083
2004-12-19,2004-05,Newcastle,Liverpool,A,1580.6889825139083,1574.4582033910078
2004-12-26,2004-05,Newcastle,Blackburn,A,1574.4582033910078,1574.5554203432048
2004-12-29,2004-05,Newcastle,Arsenal,H,1574.5554203432048,1570.7386588172499
2005-01-01,2004-05,Newcastle,Birmingham,H,1570.7386588172499,1575.0560197441491
2005-01-03,2004-05,Newcastle,West Brom,A,1575.0560197441491,1574.1385245314684
2005-01-15,2004-05,Newcastle,Southampton,H,1574.1385245314684,1577.5777735758538
2005-01-23,2004-05,Newcastle,Arsenal,A,1577.5777735758538,1575.9115557253544
2005-02-02,2004-05,Newcastle,Man City,A,1575.9115557253544,1576.3068173176764
2005-02-05,2004-05,Newcastle,Charlton,H,1576.3068173176764,1575.1463906838255
2005-02-27,2004-05,Newcastle,Bolton,H,1575.1463906838255,1579.631260039858
2005-03-05,2004-05,Newcastle,Liverpool,H,1579.631260039858,1586.4945528891817
2005-03-19,2004-05,Newcastle,Portsmouth,A,1586.4945528891817,1586.219845606835
2005-04-02,2004-05,Newcastle,Aston Villa,H,1586.219845606835,1562.3624085441575
2005-04-10,2004-05,Newcastle,Tottenham,A,1562.3624085441575,1556.1247893946052
2005-04-20,2004-05,Newcastle,Norwich,A,1556.1247893946052,1547.6145996178745
2005-04-24,2004-05,Newcastle,Man United,A,1547.6145996178745,1545.6638477040685
2005-04-27,2004-05,Newcastle,Middlesbrough,H,1545.6638477040685,1544.8549731621006
2005-04-30,2004-05,Newcastle,Crystal Palace,H,1544.8549731621006,1543.2014550039994
2005-05-04,2004-05,Newcastle,Fulham,A,1543.2014550039994,1556.656963539827
2005-05-07,2004-05,Newcastle,Everton,A,1556.656963539827,1546.7990612235235
2005-05-15,2004-05,Newcastle,Chelsea,H,1546.7990612235235,1548.403465174547
2005-08-14,2005-06,Newcastle,Arsenal,A,1545.9832919158196,1543.4767784575808
2005-08-20,2005-06,Newcastle,West Ham,H,1543.4767784575808,1542.02149635364
2005-08-24,2005-06,Newcastle,Bolton,A,1542.02149635364,1533.1150546247554
2005-08-28,2005-06,Newcastle,Man United,H,1533.1150546247554,1525.9685256561809
2005-09-10,2005-06,Newcastle,Fulham,H,1525.9685256561809,1525.0990582037618
2005-09-18,2005-06,Newcastle,Blackburn,A,1525.0990582037618,1545.1718531079307
2005-09-24,2005-06,Newcastle,Man City,H,1545.1718531079307,1550.734813582884
2005-10-01,2005-06,Newcastle,Portsmouth,A,1550.734813582884,1550.6029554926176
2005-10-15,2005-06,Newcastle,Wigan,A,1550.6029554926176,1543.5845309454076
2005-10-23,2005-06,Newcastle,Sunderland,H,1543.5845309454076,1546.8563305839339
2005-10-30,2005-06,Newcastle,West Brom,A,1546.8563305839339,1561.8015902650336
2005-11-05,2005-06,Newcastle,Birmingham,H,1561.8015902650336,1565.0898924416836
2005-11-19,2005-06,Newcastle,Chelsea,A,1565.0898924416836,1561.7424091453956
2005-11-27,2005-06,Newcastle,Everton,A,1561.7424091453956,1554.6952156179461
2005-12-03,2005-06,Newcastle,Aston Villa,H,1554.6952156179461,1553.4220069285952
2005-12-10,2005-06,Newcastle,Arsenal,H,1553.4220069285952,1563.4693552619267
2005-12-17,2005-06,Newcastle,West Ham,A,1563.4693552619267,1575.9612585022096
2005-12-26,2005-06,Newcastle,Liverpool,A,1575.9612585022096,1569.6829803386154
2005-12-31,2005-06,Newcastle,Tottenham,A,1569.6829803386154,1560.8753847343826
2006-01-02,2005-06,Newcastle,Middlesbrough,H,1560.8753847343826,1559.8048007534849
2006-01-14,2005-06,Newcastle,Fulham,A,1559.8048007534849,1553.4400603153877
2006-01-21,2005-06,Newcastle,Blackburn,H,1553.4400603153877,1544.1471987742484
2006-02-01,2005-06,Newcastle,Man City,A,1544.1471987742484,1531.8915663791586
2006-02-04,2005-06,Newcastle,Portsmouth,H,1531.8915663791586,1537.150642770807
2006-02-11,2005-06,Newcastle,Aston Villa,A,1537.150642770807,1546.055508318429
2006-02-22,2005-06,Newcastle,Charlton,H,1546.055508318429,1544.765390370465
2006-02-25,2005-06,Newcastle,Everton,H,1544.765390370465,1552.0438918400744
2006-03-04,2005-06,Newcastle,Bolton,H,1552.0438918400744,1562.6723643826208
2006-03-12,2005-06,Newcastle,Man United,A,1562.6723643826208,1559.075313710074
2006-03-19,2005-06,Newcastle,Liverpool,H,1559.075313710074,1548.0660383557326
2006-03-26,2005-06,Newcastle,Charlton,A,1548.0660383557326,1537.139981267447
2006-04-01,2005-06,Newcastle,Tottenham,H,1537.139981267447,1547.964117346122
2006-04-09,2005-06,Newcastle,Middlesbrough,A,1547.964117346122,1556.7733440239508
2006-04-15,2005-06,Newcastle,Wigan,H,1556.7733440239508,1563.4168303863169
2006-04-17,2005-06,Newcastle,Sunderland,A,1563.4168303863169,1573.7492240151757
2006-04-22,2005-06,Newcastle,West Brom,H,1573.7492240151757,1579.938023625511
2006-04-29,2005-06,Newcastle,Birmingham,A,1579.938023625511,1579.5464743401647
2006-05-07,2005-06,Newcastle,Chelsea,H,1579.5464743401647,1590.2096826014542
2006-08-19,2006-07,Newcastle,Wigan,H,1585.6991984713816,1588.9986590265576
2006-08-27,2006-07,Newcastle,Aston Villa,A,1588.9986590265576,1577.1359212644084
2006-09-09,2006-07,Newcastle,Fulham,H,1577.1359212644084,1566.8138412024446
2006-09-17,2006-07,Newcastle,West Ham,A,1566.8138412024446,1579.2537524053434
2006-09-20,2006-07,Newcastle,Liverpool,A,1579.2537524053434,1573.5096557877357
2006-09-24,2006-07,Newcastle,Everton,H,1573.5096557877357,1572.5178650876937
2006-10-01,2006-07,Newcastle,Man United,A,1572.5178650876937,1568.9082049641236
2006-10-15,2006-07,Newcastle,Bolton,H,1568.9082049641236,1560.469381151118
2006-10-22,2006-07,Newcastle,Middlesbrough,A,1560.469381151118,1553.7089292434218
2006-10-28,2006-07,Newcastle,Charlton,H,1553.7089292434218,1552.1320902346308
2006-11-04,2006-07,Newcastle,Sheffield United,H,1552.1320902346308,1540.9503345225655
2006-11-11,2006-07,Newcastle,Man City,A,1540.9503345225655,1541.2493081722066
2006-11-18,2006-07,Newcastle,Arsenal,A,1541.2493081722066,1543.4476898672951
2006-11-26,2006-07,Newcastle,Portsmouth,H,1543.4476898672951,1548.2057364941236
2006-12-06,2006-07,Newcastle,Reading,H,1548.2057364941236,1552.2831407051785
2006-12-09,2006-07,Newcastle,Blackburn,A,1552.2831407051785,1566.7274361803034
2006-12-13,2006-07,Newcastle,Chelsea,A,1566.7274361803034,1565.1597002119586
2006-12-16,2006-07,Newcastle,Watford,H,1565.1597002119586,1568.1416058081863
2006-12-23,2006-07,Newcastle,Tottenham,H,1568.1416058081863,1577.4718309606553
2006-12-26,2006-07,Newcastle,Bolton,A,1577.4718309606553,1572.7879216908796
2006-12-30,2006-07,Newcastle,Everton,A,1572.7879216908796,1558.6485987872431
2007-01-01,2006-07,Newcastle,Man United,H,1558.6485987872431,1560.046326218704
2007-01-14,2006-07,Newcastle,Tottenham,A,1560.046326218704,1569.2729069226687
2007-01-20,2006-07,Newcastle,West Ham,H,1569.2729069226687,1567.4310963771725
2007-01-31,2006-07,Newcastle,Aston Villa,H,1567.4310963771725,1574.1280242588743
2007-02-03,2006-07,Newcastle,Fulham,A,1574.1280242588743,1566.9699769925637
2007-02-10,2006-07,Newcastle,Liverpool,H,1566.9699769925637,1575.740956213095
2007-02-25,2006-07,Newcastle,Wigan,A,1575.740956213095,1567.7762021129379
2007-03-03,2006-07,Newcastle,Middlesbrough,H,1567.7762021129379,1566.671707547791
2007-03-18,2006-07,Newcastle,Charlton,A,1566.671707547791,1553.3070070045615
2007-03-31,2006-07,Newcastle,Man City,H,1553.3070070045615,1542.9435972544359
2007-04-07,2006-07,Newcastle,Sheffield United,A,1542.9435972544359,1549.7716502756036
2007-04-09,2006-07,Newcastle,Arsenal,H,1549.7716502756036,1550.5983523822317
2007-04-14,2006-07,Newcastle,Portsmouth,A,1550.5983523822317,1544.3492184529252
2007-04-22,2006-07,Newcastle,Chelsea,H,1544.3492184529252,1546.0160159044299
2007-04-30,2006-07,Newcastle,Reading,A,1546.0160159044299,1540.2679026252029
